docker exec demoattach jcmd 1 GC.class_histogram
1:
 num     #instances         #bytes  class name (module)
 364:             8            128  com.sun.proxy.$Proxy7
 365:             2            128  java.io.ExpiringCache$1 (java.base@11.0.8)
 366:             4            128  java.lang.Package (java.base@11.0.8)
 367:             2            128  java.nio.DirectByteBuffer (java.base@11.0.8)
 368:             4            128  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@11.0.8)
 369:             2            128  jdk.jfr.internal.EventWriter (jdk.jfr@11.0.8)
 370:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@11.0.8)
 371:             3            120  java.io.FileInputStream (java.base@11.0.8)
 372:             3            120  java.lang.ModuleLayer (java.base@11.0.8)
 373:             3            120  java.lang.invoke.DirectMethodHandle$Constructor (java.base@11.0.8)
 374:             3            120  java.lang.module.Configuration (java.base@11.0.8)
 375:             3            120  java.net.InetAddress$CachedAddresses (java.base@11.0.8)
 376:             5            120  java.time.format.SignStyle (java.base@11.0.8)
 377:             5            120  java.util.BitSet (java.base@11.0.8)
 378:             5            120  java.util.regex.Pattern$$Lambda$21/0x00000001000aa440 (java.base@11.0.8)
 379:             5            120  java.util.stream.StreamOpFlag$Type (java.base@11.0.8)
 380:             1            120  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@11.0.8)
 381:             3            120  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@11.0.8)
 382:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@11.0.8)
 383:             5            120  jdk.jfr.RecordingState (jdk.jfr@11.0.8)
 384:             5            120  jdk.jfr.internal.LogLevel (jdk.jfr@11.0.8)
 385:             1            120  sun.rmi.server.LoaderHandler$Loader (java.rmi@11.0.8)
 386:             3            120  sun.rmi.server.UnicastServerRef (java.rmi@11.0.8)
 387:             1            112  [Ljava.time.LocalTime; (java.base@11.0.8)
 388:             2            112  java.lang.invoke.LambdaFormEditor$Transform (java.base@11.0.8)
 389:             2            112  java.nio.DirectIntBufferRU (java.base@11.0.8)
 390:             1            112  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@11.0.8)
 391:             1            112  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@11.0.8)
 392:             7            112  jdk.jfr.internal.instrument.$Proxy26 (jdk.jfr@11.0.8)
 393:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@11.0.8)
 394:             1            104  jdk.jfr.internal.PlatformRecording (jdk.jfr@11.0.8)
 395:             1            104  sun.security.jca.ProviderList$1 (java.base@11.0.8)
 396:             1            104  sun.security.provider.Sun (java.base@11.0.8)
 397:             2             96  [Ljava.lang.System$Logger$Level; (java.base@11.0.8)
 398:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@11.0.8)
 399:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@11.0.8)
 400:             6             96  com.sun.proxy.$Proxy10
 401:             4             96  java.io.OutputStreamWriter (java.base@11.0.8)
 402:             3             96  java.io.SerializablePermission (java.base@11.0.8)
 403:             3             96  java.lang.Thread$WeakClassKey (java.base@11.0.8)
 404:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@11.0.8)
 405:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@11.0.8)
 406:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@11.0.8)
 407:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@11.0.8)
 408:             4             96  java.net.Inet4Address (java.base@11.0.8)
 409:             3             96  java.net.Socket (java.base@11.0.8)
 410:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@11.0.8)
 411:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@11.0.8)
 412:             3             96  java.util.ArrayList$Itr (java.base@11.0.8)
 413:             4             96  java.util.Collections$SetFromMap (java.base@11.0.8)
 414:             6             96  java.util.HashMap$Values (java.base@11.0.8)
 415:             4             96  java.util.PropertyPermissionCollection (java.base@11.0.8)
 416:             4             96  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@11.0.8)
 417:             3             96  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node (java.base@11.0.8)
 418:             6             96  java.util.regex.Pattern$BranchConn (java.base@11.0.8)
 419:             4             96  java.util.regex.Pattern$Qtype (java.base@11.0.8)
 420:             4             96  java.util.stream.StreamShape (java.base@11.0.8)
 421:             3             96  javax.management.MBeanConstructorInfo (java.management@11.0.8)
 422:             2             96  javax.management.openmbean.TabularType (java.management@11.0.8)
 423:             3             96  jdk.internal.jimage.ImageBufferCache$BufferReference (java.base@11.0.8)
 424:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@11.0.8)
 425:             3             96  jdk.internal.loader.BuiltinClassLoader$1 (java.base@11.0.8)
 426:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@11.0.8)
 427:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@11.0.8)
 428:             4             96  jdk.internal.math.FormattedFloatingDecimal$Form (java.base@11.0.8)
 429:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@11.0.8)
 430:             3             96  sun.nio.fs.NativeBuffer (java.base@11.0.8)
 431:             3             96  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@11.0.8)
 432:             3             96  sun.reflect.generics.repository.ClassRepository (java.base@11.0.8)
 433:             4             96  sun.rmi.transport.ObjectEndpoint (java.rmi@11.0.8)
 434:             3             96  sun.rmi.transport.tcp.TCPTransport (java.rmi@11.0.8)
 435:             3             96  sun.rmi.transport.tcp.TCPTransport$AcceptLoop (java.rmi@11.0.8)
 436:             3             96  sun.security.util.LazyCodeSourcePermissionCollection (java.base@11.0.8)
 437:             3             96  sun.util.locale.provider.LocaleResources (java.base@11.0.8)
 438:             2             96  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@11.0.8)
 439:             2             80  [F (java.base@11.0.8)
 440:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@11.0.8)
 441:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@11.0.8)
 442:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@11.0.8)
 443:             1             80  [Ljdk.jfr.internal.EventWriterMethod; (jdk.jfr@11.0.8)
 444:             2             80  [Lsun.security.jca.ProviderConfig; (java.base@11.0.8)
 445:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@11.0.8)
 446:             5             80  com.sun.proxy.$Proxy16
 447:             2             80  java.io.BufferedWriter (java.base@11.0.8)
 448:             2             80  java.io.ExpiringCache (java.base@11.0.8)
 449:             2             80  java.io.FileOutputStream (java.base@11.0.8)
 450:             2             80  java.io.ObjectStreamClass$FieldReflectorKey (java.base@11.0.8)
 451:             2             80  java.io.PrintStream (java.base@11.0.8)
 452:             2             80  java.lang.VirtualMachineError (java.base@11.0.8)
 453:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIILLLL (java.base@11.0.8)
 454:             5             80  java.net.URLPermission$Authority (java.base@11.0.8)
 455:             2             80  java.util.Collections$SingletonMap (java.base@11.0.8)
 456:             2             80  java.util.Locale$Category (java.base@11.0.8)
 457:             1             80  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@11.0.8)
 458:             2             80  jdk.internal.loader.URLClassPath (java.base@11.0.8)
 459:             2             80  sun.management.MemoryManagerImpl (java.management@11.0.8)
 460:             5             80  sun.rmi.server.UnicastRef (java.rmi@11.0.8)
 461:             1             80  sun.rmi.transport.DGCClient$EndpointEntry (java.rmi@11.0.8)
 462:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@11.0.8)
 463:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@11.0.8)
 464:             1             80  sun.util.locale.provider.LocaleProviderAdapter$NonExistentAdapter (java.base@11.0.8)
 465:             4             72  [Ljava.security.Permission; (java.base@11.0.8)
 466:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@11.0.8)
 467:             3             72  java.io.ObjectInputFilter$Status (java.base@11.0.8)
 468:             3             72  java.lang.ThreadLocal$ThreadLocalMap (java.base@11.0.8)
 469:             3             72  java.lang.WeakPairMap (java.base@11.0.8)
 470:             3             72  java.lang.annotation.RetentionPolicy (java.base@11.0.8)
 471:             1             72  java.lang.invoke.BoundMethodHandle$Species_LLLLLIILLL (java.base@11.0.8)
 472:             3             72  java.lang.invoke.MethodHandles$Lookup (java.base@11.0.8)
 473:             3             72  java.lang.invoke.StringConcatFactory$Mode (java.base@11.0.8)
 474:             3             72  java.net.InetAddress (java.base@11.0.8)
 475:             3             72  java.net.Proxy$Type (java.base@11.0.8)
 476:             3             72  java.nio.file.AccessMode (java.base@11.0.8)
 477:             3             72  java.security.AllPermissionCollection (java.base@11.0.8)
 478:             1             72  java.security.SecureRandom (java.base@11.0.8)
 479:             3             72  java.time.LocalDate (java.base@11.0.8)
 480:             3             72  java.time.ZoneOffset (java.base@11.0.8)
 481:             3             72  java.time.format.ResolverStyle (java.base@11.0.8)
 482:             3             72  java.util.ArrayDeque (java.base@11.0.8)
 483:             3             72  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@11.0.8)
 484:             1             72  java.util.concurrent.ThreadPoolExecutor (java.base@11.0.8)
 485:             3             72  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@11.0.8)
 486:             3             72  java.util.regex.Pattern$BitClass (java.base@11.0.8)
 487:             3             72  java.util.stream.Collector$Characteristics (java.base@11.0.8)
 488:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@11.0.8)
 489:             3             72  jdk.internal.misc.Signal (java.base@11.0.8)
 490:             3             72  jdk.internal.module.IllegalAccessLogger$Mode (java.base@11.0.8)
 491:             3             72  sun.nio.fs.NativeBuffer$Deallocator (java.base@11.0.8)
 492:             3             72  sun.reflect.generics.tree.ClassSignature (java.base@11.0.8)
 493:             3             72  sun.reflect.generics.tree.FormalTypeParameter (java.base@11.0.8)
 494:             3             72  sun.security.provider.NativePRNG$Variant (java.base@11.0.8)
 495:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@11.0.8)
 496:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@11.0.8)
 497:             2             64  [Ljava.nio.charset.CoderResult; (java.base@11.0.8)
 498:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@11.0.8)
 499:             1             64  [Ljdk.jfr.internal.LogTag; (jdk.jfr@11.0.8)
 500:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@11.0.8)
 501:             4             64  com.sun.proxy.jdk.proxy3.$Proxy20 (jdk.proxy3@)
 502:             2             64  java.io.BufferedOutputStream (java.base@11.0.8)
 503:             1             64  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLII (java.base@11.0.8)
 504:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@11.0.8)
 505:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@11.0.8)
 506:             2             64  java.time.temporal.IsoFields$Unit (java.base@11.0.8)
 507:             4             64  java.util.concurrent.locks.ReentrantLock (java.base@11.0.8)
 508:             1             64  java.util.logging.LogManager$RootLogger (java.logging@11.0.8)
 509:             4             64  java.util.regex.Pattern$$Lambda$24/0x00000001000af440 (java.base@11.0.8)
 510:             2             64  java.util.stream.FindOps$FindOp (java.base@11.0.8)
 511:             1             64  javax.management.remote.rmi.RMIConnectorServer (java.management.rmi@11.0.8)
 512:             1             64  javax.management.remote.rmi.RMIJRMPServerImpl (java.management.rmi@11.0.8)
 513:             2             64  jdk.jfr.internal.jfc.JFC$KnownConfiguration (jdk.jfr@11.0.8)
 514:             2             64  sun.rmi.transport.GC$LatencyRequest (java.rmi@11.0.8)
 515:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@11.0.8)
 516:             1             56  [Ljava.lang.Runnable; (java.base@11.0.8)
 517:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@11.0.8)
 518:             3             56  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@11.0.8)
 519:             1             56  [[I (java.base@11.0.8)
 520:             1             56  java.io.ObjectInputFilter$Config$Global (java.base@11.0.8)
 521:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@11.0.8)
 522:             1             56  java.lang.invoke.BoundMethodHandle$Species_LIILLL (java.base@11.0.8)
 523:             1             56  java.util.ServiceLoader (java.base@11.0.8)
 524:             1             56  java.util.logging.LogManager (java.logging@11.0.8)
 525:             1             56  jdk.internal.ref.CleanerImpl$SoftCleanableRef (java.base@11.0.8)
 526:             1             56  jdk.jfr.internal.StringPool$SimpleStringIdPool (jdk.jfr@11.0.8)
 527:             1             56  sun.jvmstat.perfdata.monitor.protocol.local.LocalVmManager (jdk.internal.jvmstat@11.0.8)
 528:             1             56  sun.jvmstat.perfdata.monitor.protocol.local.MonitoredHostProvider$NotifierTask (jdk.internal.jvmstat@11.0.8)
 529:             1             56  sun.security.provider.SHA (java.base@11.0.8)
 530:             3             48  [Ljava.lang.annotation.Annotation; (java.base@11.0.8)
 531:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@11.0.8)
 532:             2             48  [Ljava.lang.reflect.TypeVariable; (java.base@11.0.8)
 533:             2             48  [Ljava.net.InetAddress; (java.base@11.0.8)
 534:             2             48  [Ljava.time.ZoneOffset; (java.base@11.0.8)
 535:             2             48  [Ljava.util.Enumeration; (java.base@11.0.8)
 536:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@11.0.8)
 537:             3             48  [Ljava.util.regex.IntHashSet; (java.base@11.0.8)
 538:             1             48  [Lsun.management.counter.Units; (java.management@11.0.8)
 539:             1             48  [[Ljava.lang.Object; (java.base@11.0.8)
 540:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@11.0.8)
 541:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@11.0.8)
 542:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@11.0.8)
 543:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@11.0.8)
 544:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@11.0.8)
 545:             3             48  com.sun.proxy.$Proxy6
 546:             2             48  java.io.File$PathStatus (java.base@11.0.8)
 547:             2             48  java.lang.ClassValue$Version (java.base@11.0.8)
 548:             2             48  java.lang.CompoundEnumeration (java.base@11.0.8)
 549:             2             48  java.lang.StringCoding$Result (java.base@11.0.8)
 550:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@11.0.8)
 551:             2             48  java.lang.reflect.ReflectPermission (java.base@11.0.8)
 552:             2             48  java.net.ServerSocket (java.base@11.0.8)
 553:             3             48  java.nio.charset.CodingErrorAction (java.base@11.0.8)
 554:             3             48  java.security.SecureClassLoader$CodeSourceKey (java.base@11.0.8)
 555:             2             48  java.time.LocalDateTime (java.base@11.0.8)
 556:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@11.0.8)
 557:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@11.0.8)
 558:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@11.0.8)
 559:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@11.0.8)
 560:             2             48  java.util.TaskQueue (java.base@11.0.8)
 561:             3             48  java.util.TreeSet (java.base@11.0.8)
 562:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@11.0.8)
 563:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@11.0.8)
 564:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@11.0.8)
 565:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.8)
 566:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@11.0.8)
 567:             1             48  java.util.logging.ConsoleHandler (java.logging@11.0.8)
 568:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@11.0.8)
 569:             2             48  java.util.logging.LoggingPermission (java.logging@11.0.8)
 570:             3             48  java.util.regex.Pattern$$Lambda$20/0x00000001000aa040 (java.base@11.0.8)
 571:             3             48  java.util.regex.Pattern$BitClass$$Lambda$19/0x00000001000a9c40 (java.base@11.0.8)
 572:             2             48  java.util.regex.Pattern$BmpCharPredicate$$Lambda$80/0x000000010013e840 (java.base@11.0.8)
 573:             2             48  java.util.regex.Pattern$Dollar (java.base@11.0.8)
 574:             2             48  java.util.regex.Pattern$Slice (java.base@11.0.8)
 575:             2             48  javax.management.NotificationBroadcasterSupport (java.management@11.0.8)
 576:             1             48  jdk.internal.jimage.ImageHeader (java.base@11.0.8)
 577:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@11.0.8)
 578:             3             48  jdk.internal.module.ServicesCatalog (java.base@11.0.8)
 579:             1             48  jdk.internal.ref.CleanerImpl$WeakCleanableRef (java.base@11.0.8)
 580:             1             48  jdk.jfr.events.FileReadEvent (jdk.jfr@11.0.8)
 581:             1             48  jdk.jfr.internal.MetadataRepository (jdk.jfr@11.0.8)
 582:             1             48  jdk.jfr.internal.PlatformRecorder (jdk.jfr@11.0.8)
 583:             1             48  jdk.jfr.internal.handlers.EventHandler3297_1616837425220-1 (jdk.jfr@11.0.8)
 584:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@11.0.8)
 585:             2             48  sun.management.ManagementFactoryHelper$1 (java.management@11.0.8)
 586:             2             48  sun.reflect.generics.scope.ClassScope (java.base@11.0.8)
 587:             1             48  sun.rmi.runtime.Log$InternalStreamHandler (java.rmi@11.0.8)
 588:             3             48  sun.rmi.server.WeakClassHashMap$ValueCell (java.rmi@11.0.8)
 589:             1             48  sun.rmi.transport.tcp.TCPChannel (java.rmi@11.0.8)
 590:             2             48  sun.security.jca.ProviderList (java.base@11.0.8)
 591:             2             48  sun.security.jca.ProviderList$3 (java.base@11.0.8)
 592:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@11.0.8)
 593:             1             40  [Ljava.lang.Thread$State; (java.base@11.0.8)
 594:             1             40  [Ljava.lang.invoke.StringConcatFactory$Strategy; (java.base@11.0.8)
 595:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@11.0.8)
 596:             1             40  [Ljava.time.format.SignStyle; (java.base@11.0.8)
 597:             1             40  [Ljava.time.format.TextStyle; (java.base@11.0.8)
 598:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@11.0.8)
 599:             1             40  [Ljdk.jfr.RecordingState; (jdk.jfr@11.0.8)
 600:             1             40  [Ljdk.jfr.internal.LogLevel; (jdk.jfr@11.0.8)
 601:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@11.0.8)
 602:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@11.0.8)
 603:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@11.0.8)
 604:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@11.0.8)
 605:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@11.0.8)
 606:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@11.0.8)
 607:             1             40  java.io.BufferedInputStream (java.base@11.0.8)
 608:             1             40  java.lang.ArithmeticException (java.base@11.0.8)
 609:             1             40  java.lang.ArrayIndexOutOfBoundsException (java.base@11.0.8)
 610:             1             40  java.lang.Exception (java.base@11.0.8)
 611:             1             40  java.lang.NullPointerException (java.base@11.0.8)
 612:             1             40  java.lang.Package$VersionInfo (java.base@11.0.8)
 613:             1             40  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@11.0.8)
 614:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@11.0.8)
 615:             1             40  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@11.0.8)
 616:             1             40  java.time.zone.ZoneRules (java.base@11.0.8)
 617:             1             40  java.util.ResourceBundle$2 (java.base@11.0.8)
 618:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@11.0.8)
 619:             1             40  jdk.internal.agent.resources.agent (jdk.management.agent@11.0.8)
 620:             1             40  jdk.internal.ref.Cleaner (java.base@11.0.8)
 621:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@11.0.8)
 622:             1             40  jdk.jfr.Configuration (jdk.jfr@11.0.8)
 623:             1             40  jdk.jfr.events.FileWriteEvent (jdk.jfr@11.0.8)
 624:             1             40  jdk.jfr.internal.handlers.EventHandler3294_1616837425220-1 (jdk.jfr@11.0.8)
 625:             1             40  jdk.jfr.internal.settings.CutoffSetting (jdk.jfr@11.0.8)
 626:             1             40  sun.jvmstat.perfdata.monitor.protocol.local.MonitoredHostProvider (jdk.internal.jvmstat@11.0.8)
 627:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@11.0.8)
 628:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@11.0.8)
 629:             1             40  sun.rmi.server.LoaderHandler$LoaderEntry (java.rmi@11.0.8)
 630:             1             40  sun.rmi.server.UnicastServerRef2 (java.rmi@11.0.8)
 631:             1             40  sun.util.resources.Bundles$1 (java.base@11.0.8)
 632:             1             32  [Ljava.io.ObjectInputFilter$Status; (java.base@11.0.8)
 633:             1             32  [Ljava.lang.OutOfMemoryError; (java.base@11.0.8)
 634:             2             32  [Ljava.lang.StackTraceElement; (java.base@11.0.8)
 635:             1             32  [Ljava.lang.ThreadGroup; (java.base@11.0.8)
 636:             1             32  [Ljava.lang.invoke.StringConcatFactory$Mode; (java.base@11.0.8)
 637:             1             32  [Ljava.lang.management.MemoryManagerMXBean; (java.management@11.0.8)
 638:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@11.0.8)
 639:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@11.0.8)
 640:             1             32  [Ljava.net.Proxy$Type; (java.base@11.0.8)
 641:             1             32  [Ljava.nio.file.AccessMode; (java.base@11.0.8)
 642:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@11.0.8)
 643:             1             32  [Ljava.time.format.ResolverStyle; (java.base@11.0.8)
 644:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@11.0.8)
 645:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@11.0.8)
 646:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@11.0.8)
 647:             1             32  [Ljava.util.stream.StreamShape; (java.base@11.0.8)
 648:             1             32  [Ljdk.internal.jimage.ImageBufferCache$BufferReference; (java.base@11.0.8)
 649:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@11.0.8)
 650:             1             32  [Ljdk.internal.math.FormattedFloatingDecimal$Form; (java.base@11.0.8)
 651:             1             32  [Ljdk.internal.module.IllegalAccessLogger$Mode; (java.base@11.0.8)
 652:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@11.0.8)
 653:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@11.0.8)
 654:             2             32  com.sun.proxy.$Proxy12
 655:             2             32  com.sun.proxy.$Proxy13
 656:             2             32  com.sun.proxy.$Proxy14
 657:             2             32  com.sun.proxy.$Proxy21
 658:             1             32  java.io.UnixFileSystem (java.base@11.0.8)
 659:             2             32  java.lang.Boolean (java.base@11.0.8)
 660:             2             32  java.lang.ClassValue$Identity (java.base@11.0.8)
 661:             2             32  java.lang.Shutdown$Lock (java.base@11.0.8)
 662:             1             32  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@11.0.8)
 663:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@11.0.8)
 664:             1             32  java.net.InetAddress$CachedLocalHost (java.base@11.0.8)
 665:             2             32  java.nio.ByteOrder (java.base@11.0.8)
 666:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@11.0.8)
 667:             2             32  java.rmi.server.RemoteObjectInvocationHandler (java.rmi@11.0.8)
 668:             1             32  java.security.MessageDigest$Delegate (java.base@11.0.8)
 669:             1             32  java.security.UnresolvedPermission (java.base@11.0.8)
 670:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@11.0.8)
 671:             2             32  java.util.IdentityHashMap$KeySet (java.base@11.0.8)
 672:             1             32  java.util.ImmutableCollections$ListItr (java.base@11.0.8)
 673:             1             32  java.util.ImmutableCollections$Map1 (java.base@11.0.8)
 674:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@11.0.8)
 675:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@11.0.8)
 676:             2             32  java.util.Timer$1 (java.base@11.0.8)
 677:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@11.0.8)
 678:             1             32  java.util.concurrent.SynchronousQueue (java.base@11.0.8)
 679:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@11.0.8)
 680:             1             32  java.util.concurrent.atomic.LongAdder (java.base@11.0.8)
 681:             2             32  java.util.logging.ErrorManager (java.logging@11.0.8)
 682:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@11.0.8)
 683:             2             32  java.util.logging.SimpleFormatter (java.logging@11.0.8)
 684:             2             32  java.util.regex.Pattern$Begin (java.base@11.0.8)
 685:             1             32  java.util.regex.Pattern$BnM (java.base@11.0.8)
 686:             1             32  javax.management.remote.JMXServiceURL (java.management@11.0.8)
 687:             1             32  jdk.internal.loader.URLClassPath$1 (java.base@11.0.8)
 688:             1             32  jdk.internal.module.IllegalAccessLogger (java.base@11.0.8)
 689:             1             32  jdk.internal.org.objectweb.asm.Attribute$NestHost (java.base@11.0.8)
 690:             1             32  jdk.internal.org.objectweb.asm.Attribute$NestMembers (java.base@11.0.8)
 691:             1             32  jdk.internal.ref.CleanerImpl (java.base@11.0.8)
 692:             1             32  jdk.jfr.internal.handlers.EventHandler3259_1616837425220-1 (jdk.jfr@11.0.8)
 693:             1             32  jdk.jfr.internal.handlers.EventHandler3263_1616837425220-1 (jdk.jfr@11.0.8)
 694:             1             32  jdk.jfr.internal.handlers.EventHandler3266_1616837425220-1 (jdk.jfr@11.0.8)
 695:             1             32  jdk.jfr.internal.handlers.EventHandler3269_1616837425220-1 (jdk.jfr@11.0.8)
 696:             1             32  jdk.jfr.internal.handlers.EventHandler3272_1616837425220-1 (jdk.jfr@11.0.8)
 697:             1             32  jdk.jfr.internal.handlers.EventHandler3275_1616837425220-1 (jdk.jfr@11.0.8)
 698:             1             32  jdk.jfr.internal.handlers.EventHandler3282_1616837425220-1 (jdk.jfr@11.0.8)
 699:             1             32  jdk.jfr.internal.handlers.EventHandler3285_1616837425220-1 (jdk.jfr@11.0.8)
 700:             1             32  jdk.jfr.internal.handlers.EventHandler3288_1616837425220-1 (jdk.jfr@11.0.8)
 701:             1             32  jdk.jfr.internal.handlers.EventHandler3291_1616837425220-1 (jdk.jfr@11.0.8)
 702:             2             32  jdk.jfr.internal.instrument.$Proxy27 (jdk.jfr@11.0.8)
 703:             1             32  sun.management.jmxremote.LocalRMIServerSocketFactory$1 (jdk.management.agent@11.0.8)
 704:             1             32  sun.nio.cs.StandardCharsets (java.base@11.0.8)
 705:             1             32  sun.nio.fs.LinuxFileSystem (java.base@11.0.8)
 706:             1             32  sun.rmi.transport.DGCClient$EndpointEntry$RefEntry (java.rmi@11.0.8)
